60.0 40.0   0.0 
0.0 60.0   0.0 
60.0 40.0   0.0 
0.0 60.0   0.0 
60.0 40.0   0.0 
0.0 60.0   0.0 
60.0 40.0   0.0 
20.0 60.0   0.0 
60.0 40.0   0.0 
20.0 40.0   0.0 
60.0 40.0   0.0 
20.0 40.0   0.0 
40.0 40.0   0.0 
20.0 40.0   0.0 
40.0 40.0   0.0 
0.0 40.0   0.0 
20.0 40.0   0.0 
0.0 40.0   0.0 
40.0 40.0   0.0 
0.0 40.0   0.0 
40.0 40.0   0.0 
0.0 40.0   0.0 
20.0 40.0   0.0 
0.0 40.0   0.0 
20.0 40.0   0.0 
0.0 60.0   0.0 
0.0 40.0   0.0 
0.0 60.0   0.0 
20.0 40.0   0.0 
0.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 60.0   0.0 
0.0 80.0   0.0 
20.0 80.0   0.0 
20.0 80.0   0.0 
20.0 80.0   0.0 
20.0 80.0   0.0 
20.0 80.0   0.0 
40.0 80.0   0.0 
20.0 80.0   0.0 
40.0 100.0   0.0 
20.0 60.0   0.0 
40.0 80.0   0.0 
40.0 60.0   0.0 
40.0 80.0   0.0 
40.0 60.0   0.0 
40.0 80.0   0.0 
40.0 60.0   0.0 
40.0 80.0   0.0 
40.0 60.0   0.0 
40.0 80.0   0.0 
20.0 60.0   0.0 
40.0 100.0   0.0 
20.0 40.0   0.0 
40.0 80.0   0.0 
20.0 40.0   0.0 
40.0 80.0   0.0 
20.0 60.0   0.0 
40.0 80.0   0.0 
20.0 60.0   0.0 
40.0 80.0   0.0 
20.0 80.0   0.0 
20.0 80.0   0.0 
20.0 80.0   0.0 
20.0 80.0   0.0 
20.0 60.0   0.0 
20.0 80.0   0.0 
20.0 60.0   0.0 
20.0 80.0   0.0 
0.0 60.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 100.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
40.0 100.0   0.0 
0.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
40.0 60.0   0.0 
0.0 40.0   0.0 
60.0 60.0   0.0 
0.0 40.0   0.0 
60.0 60.0   0.0 
0.0 40.0   0.0 
60.0 60.0   0.0 
0.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
40.0 60.0   0.0 
0.0 40.0   0.0 
40.0 60.0   0.0 
20.0 40.0   0.0 
20.0 60.0   0.0 
20.0 40.0   0.0 
40.0 60.0   0.0 
20.0 40.0   0.0 
40.0 60.0   0.0 
20.0 40.0   0.0 
40.0 80.0   0.0 
0.0 40.0   0.0 
40.0 60.0   0.0 
0.0 40.0   0.0 
40.0 60.0   0.0 
0.0 20.0   0.0 
40.0 60.0   0.0 
20.0 20.0   0.0 
40.0 60.0   0.0 
20.0 20.0   0.0 
40.0 60.0   0.0 
20.0 20.0   0.0 
40.0 80.0   0.0 
20.0 20.0   0.0 
40.0 80.0   0.0 
0.0 20.0   0.0 
40.0 80.0   0.0 
0.0 20.0   0.0 
40.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
0.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
40.0 60.0   0.0 
0.0 20.0   0.0 
40.0 60.0   0.0 
0.0 20.0   0.0 
40.0 60.0   0.0 
0.0 20.0   0.0 
40.0 60.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 100.0   0.0 
20.0 20.0   0.0 
0.0 80.0   0.0 
20.0 20.0   0.0 
0.0 80.0   0.0 
20.0 20.0   0.0 
0.0 80.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 100.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
0.0 80.0   0.0 
0.0 20.0   0.0 
0.0 80.0   0.0 
0.0 20.0   0.0 
0.0 80.0   0.0 
0.0 20.0   0.0 
0.0 80.0   0.0 
20.0 20.0   0.0 
0.0 100.0   0.0 
40.0 20.0   0.0 
0.0 80.0   0.0 
40.0 20.0   0.0 
0.0 80.0   0.0 
40.0 20.0   0.0 
0.0 80.0   0.0 
40.0 20.0   0.0 
0.0 80.0   0.0 
40.0 20.0   0.0 
0.0 80.0   0.0 
40.0 20.0   0.0 
20.0 100.0   0.0 
40.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
40.0 80.0   0.0 
40.0 40.0   0.0 
40.0 80.0   0.0 
20.0 40.0   0.0 
20.0 60.0   0.0 
20.0 40.0   0.0 
20.0 60.0   0.0 
20.0 40.0   0.0 
0.0 60.0   0.0 
0.0 40.0   0.0 
0.0 60.0   0.0 
20.0 40.0   0.0 
20.0 60.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
0.0 20.0   0.0 
0.0 60.0   0.0 
0.0 20.0   0.0 
20.0 60.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 60.0   0.0 
0.0 20.0   0.0 
20.0 60.0   0.0 
0.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
40.0 60.0   0.0 
20.0 20.0   0.0 
40.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   0.0 
40.0 60.0   0.0 
20.0 20.0   0.0 
40.0 60.0   0.0 
20.0 20.0   20.0 
40.0 80.0   0.0 
20.0 20.0   20.0 
40.0 80.0   0.0 
20.0 20.0   20.0 
40.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 80.0   0.0 
0.0 20.0   20.0 
20.0 80.0   0.0 
0.0 20.0   20.0 
40.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
0.0 20.0   20.0 
20.0 80.0   0.0 
20.0 20.0   20.0 
20.0 80.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
40.0 20.0   20.0 
20.0 60.0   0.0 
40.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
0.0 20.0   20.0 
20.0 80.0   0.0 
0.0 20.0   20.0 
20.0 80.0   0.0 
20.0 40.0   20.0 
20.0 80.0   0.0 
20.0 40.0   20.0 
20.0 80.0   0.0 
20.0 40.0   20.0 
20.0 80.0   0.0 
20.0 40.0   20.0 
20.0 80.0   0.0 
0.0 40.0   20.0 
20.0 80.0   0.0 
0.0 40.0   20.0 
20.0 80.0   0.0 
0.0 40.0   20.0 
20.0 80.0   0.0 
0.0 40.0   20.0 
20.0 100.0   0.0 
0.0 40.0   20.0 
40.0 80.0   0.0 
0.0 40.0   20.0 
40.0 80.0   0.0 
0.0 40.0   20.0 
20.0 80.0   0.0 
0.0 40.0   20.0 
20.0 40.0   0.0 
0.0 40.0   20.0 
20.0 80.0   0.0 
0.0 40.0   20.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 100.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
20.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 100.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 100.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 40.0   0.0 
20.0 80.0   0.0 
0.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 80.0   0.0 
20.0 20.0   0.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   0.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
20.0 20.0   20.0 
40.0 60.0   20.0 
20.0 20.0   20.0 
60.0 60.0   20.0 
20.0 20.0   20.0 
60.0 60.0   0.0 
20.0 20.0   20.0 
60.0 40.0   0.0 
20.0 0.0   20.0 
20.0 40.0   0.0 
20.0 0.0   20.0 
40.0 40.0   0.0 
20.0 0.0   20.0 
40.0 40.0   0.0 
20.0 0.0   20.0 
40.0 40.0   0.0 
20.0 0.0   20.0 
40.0 40.0   0.0 
40.0 0.0   0.0 
40.0 40.0   20.0 
40.0 0.0   0.0 
40.0 40.0   20.0 
40.0 0.0   0.0 
20.0 40.0   20.0 
40.0 0.0   20.0 
20.0 40.0   20.0 
40.0 0.0   20.0 
20.0 40.0   0.0 
40.0 0.0   20.0 
20.0 40.0   20.0 
40.0 0.0   20.0 
20.0 60.0   20.0 
40.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
40.0 0.0   20.0 
20.0 60.0   20.0 
40.0 20.0   20.0 
20.0 60.0   20.0 
40.0 20.0   20.0 
20.0 80.0   20.0 
40.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
40.0 40.0   20.0 
20.0 80.0   0.0 
60.0 20.0   20.0 
20.0 80.0   0.0 
60.0 20.0   20.0 
20.0 80.0   0.0 
60.0 20.0   20.0 
20.0 80.0   0.0 
60.0 20.0   20.0 
20.0 80.0   0.0 
40.0 0.0   20.0 
20.0 100.0   0.0 
40.0 0.0   0.0 
20.0 80.0   0.0 
40.0 0.0   0.0 
20.0 80.0   0.0 
20.0 0.0   0.0 
20.0 80.0   20.0 
20.0 0.0   0.0 
20.0 80.0   20.0 
0.0 0.0   0.0 
20.0 80.0   20.0 
0.0 0.0   0.0 
20.0 80.0   20.0 
20.0 0.0   0.0 
20.0 60.0   20.0 
20.0 0.0   0.0 
20.0 60.0   20.0 
20.0 0.0   0.0 
20.0 60.0   20.0 
20.0 0.0   0.0 
40.0 60.0   20.0 
20.0 0.0   0.0 
40.0 80.0   20.0 
20.0 0.0   0.0 
40.0 80.0   20.0 
20.0 0.0   0.0 
40.0 80.0   20.0 
20.0 20.0   0.0 
40.0 60.0   20.0 
0.0 40.0   0.0 
40.0 60.0   20.0 
0.0 40.0   20.0 
40.0 60.0   20.0 
0.0 40.0   20.0 
40.0 80.0   20.0 
0.0 40.0   20.0 
40.0 80.0   20.0 
0.0 40.0   20.0 
40.0 80.0   20.0 
0.0 40.0   20.0 
40.0 60.0   20.0 
0.0 40.0   20.0 
40.0 60.0   20.0 
0.0 40.0   20.0 
40.0 60.0   20.0 
20.0 40.0   20.0 
40.0 60.0   20.0 
20.0 20.0   20.0 
40.0 60.0   20.0 
20.0 20.0   20.0 
40.0 80.0   20.0 
20.0 20.0   20.0 
40.0 80.0   20.0 
0.0 20.0   20.0 
60.0 60.0   20.0 
0.0 20.0   20.0 
40.0 60.0   20.0 
0.0 20.0   20.0 
40.0 80.0   20.0 
0.0 0.0   20.0 
40.0 80.0   20.0 
0.0 20.0   20.0 
40.0 80.0   20.0 
0.0 20.0   20.0 
40.0 100.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
40.0 20.0   20.0 
20.0 60.0   20.0 
40.0 20.0   20.0 
20.0 60.0   20.0 
40.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
0.0 40.0   20.0 
20.0 80.0   20.0 
20.0 40.0   20.0 
20.0 80.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
0.0 60.0   20.0 
20.0 60.0   20.0 
0.0 60.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
0.0 80.0   20.0 
20.0 60.0   20.0 
20.0 80.0   20.0 
20.0 60.0   20.0 
40.0 80.0   20.0 
40.0 60.0   20.0 
60.0 60.0   20.0 
40.0 60.0   20.0 
60.0 60.0   20.0 
40.0 60.0   20.0 
60.0 60.0   20.0 
40.0 60.0   20.0 
60.0 60.0   20.0 
20.0 80.0   20.0 
60.0 60.0   20.0 
0.0 80.0   20.0 
60.0 60.0   20.0 
0.0 80.0   20.0 
60.0 60.0   20.0 
0.0 80.0   20.0 
60.0 60.0   20.0 
0.0 80.0   20.0 
60.0 60.0   20.0 
0.0 80.0   20.0 
60.0 60.0   20.0 
0.0 80.0   20.0 
60.0 60.0   20.0 
20.0 80.0   20.0 
60.0 60.0   20.0 
20.0 80.0   20.0 
40.0 60.0   20.0 
40.0 80.0   20.0 
40.0 80.0   20.0 
40.0 80.0   0.0 
20.0 60.0   20.0 
20.0 80.0   20.0 
0.0 60.0   20.0 
20.0 80.0   20.0 
0.0 60.0   20.0 
0.0 80.0   20.0 
20.0 60.0   20.0 
0.0 80.0   20.0 
20.0 60.0   20.0 
0.0 80.0   20.0 
20.0 80.0   20.0 
0.0 100.0   20.0 
40.0 100.0   20.0 
0.0 80.0   20.0 
20.0 80.0   20.0 
0.0 80.0   20.0 
40.0 80.0   20.0 
20.0 80.0   20.0 
60.0 80.0   20.0 
40.0 80.0   20.0 
60.0 80.0   20.0 
60.0 80.0   20.0 
60.0 80.0   20.0 
60.0 100.0   20.0 
60.0 80.0   20.0 
60.0 80.0   20.0 
60.0 60.0   20.0 
40.0 80.0   20.0 
60.0 60.0   0.0 
40.0 80.0   20.0 
60.0 60.0   0.0 
40.0 80.0   20.0 
60.0 60.0   0.0 
20.0 80.0   20.0 
20.0 60.0   0.0 
20.0 80.0   20.0 
20.0 60.0   0.0 
20.0 80.0   20.0 
40.0 60.0   20.0 
20.0 60.0   20.0 
40.0 60.0   20.0 
20.0 60.0   20.0 
40.0 60.0   20.0 
40.0 60.0   20.0 
40.0 60.0   20.0 
40.0 60.0   20.0 
40.0 80.0   20.0 
40.0 60.0   20.0 
40.0 60.0   20.0 
20.0 60.0   20.0 
40.0 40.0   20.0 
0.0 60.0   20.0 
20.0 40.0   20.0 
0.0 60.0   20.0 
20.0 40.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 40.0   20.0 
0.0 80.0   20.0 
0.0 40.0   20.0 
0.0 80.0   20.0 
0.0 40.0   20.0 
0.0 60.0   20.0 
0.0 40.0   20.0 
0.0 60.0   20.0 
0.0 40.0   20.0 
20.0 60.0   20.0 
0.0 40.0   20.0 
20.0 60.0   20.0 
0.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 80.0   20.0 
20.0 40.0   20.0 
0.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
0.0 40.0   20.0 
40.0 60.0   20.0 
0.0 40.0   20.0 
40.0 60.0   20.0 
20.0 40.0   20.0 
20.0 80.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
0.0 60.0   20.0 
20.0 40.0   0.0 
0.0 80.0   20.0 
0.0 40.0   0.0 
0.0 80.0   20.0 
0.0 40.0   0.0 
0.0 80.0   20.0 
0.0 40.0   0.0 
0.0 100.0   20.0 
0.0 20.0   20.0 
0.0 80.0   20.0 
0.0 20.0   20.0 
0.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 40.0   0.0 
20.0 80.0   20.0 
0.0 40.0   0.0 
20.0 80.0   20.0 
0.0 40.0   0.0 
20.0 80.0   20.0 
0.0 40.0   0.0 
20.0 80.0   20.0 
0.0 40.0   20.0 
20.0 80.0   20.0 
0.0 40.0   20.0 
20.0 80.0   20.0 
0.0 40.0   20.0 
20.0 80.0   20.0 
0.0 40.0   20.0 
20.0 80.0   20.0 
0.0 40.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
40.0 20.0   20.0 
20.0 60.0   20.0 
40.0 20.0   20.0 
20.0 60.0   20.0 
40.0 0.0   20.0 
20.0 60.0   20.0 
40.0 0.0   20.0 
20.0 80.0   20.0 
20.0 0.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 80.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   0.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 80.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   0.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 0.0   20.0 
20.0 80.0   20.0 
20.0 0.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
20.0 80.0   20.0 
0.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 20.0   20.0 
0.0 80.0   20.0 
20.0 0.0   20.0 
0.0 80.0   20.0 
0.0 20.0   20.0 
0.0 80.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
0.0 20.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 80.0   20.0 
0.0 0.0   20.0 
20.0 100.0   20.0 
0.0 0.0   20.0 
20.0 80.0   20.0 
0.0 0.0   20.0 
20.0 80.0   20.0 
0.0 0.0   20.0 
20.0 80.0   20.0 
0.0 0.0   20.0 
20.0 80.0   20.0 
20.0 0.0   20.0 
20.0 80.0   20.0 
20.0 0.0   20.0 
20.0 80.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
0.0 0.0   20.0 
20.0 80.0   20.0 
0.0 0.0   20.0 
20.0 60.0   20.0 
20.0 0.0   0.0 
20.0 80.0   20.0 
20.0 0.0   0.0 
20.0 80.0   20.0 
20.0 0.0   0.0 
20.0 80.0   20.0 
20.0 0.0   0.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 80.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
20.0 20.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
20.0 60.0   20.0 
40.0 40.0   20.0 
20.0 60.0   20.0 
40.0 40.0   20.0 
20.0 60.0   20.0 
40.0 40.0   20.0 
20.0 60.0   20.0 
40.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 60.0   20.0 
20.0 40.0   20.0 
20.0 40.0   20.0 
20.0 40.0   20.0 
20.0 40.0   0.0 
20.0 40.0   20.0 
20.0 40.0   0.0 
20.0 40.0   20.0 
40.0 40.0   0.0 
20.0 40.0   20.0 
40.0 40.0   0.0 
20.0 20.0   20.0 
40.0 40.0   0.0 
20.0 20.0   20.0 
40.0 40.0   0.0 
40.0 20.0   20.0 
40.0 40.0   0.0 
40.0 20.0   0.0 
40.0 40.0   0.0 
20.0 20.0   0.0 
40.0 40.0   20.0 
20.0 20.0   0.0 
40.0 40.0   20.0 
20.0 20.0   0.0 
40.0 40.0   20.0 
20.0 20.0   0.0 
40.0 40.0   20.0 
20.0 20.0   0.0 
40.0 40.0   20.0 
20.0 20.0   20.0 
40.0 40.0   20.0 
20.0 20.0   20.0 
40.0 40.0   20.0 
20.0 20.0   20.0 
40.0 40.0   20.0 
20.0 20.0   20.0 
40.0 40.0   20.0 
20.0 20.0   0.0 
40.0 40.0   20.0 
20.0 20.0   0.0 
60.0 40.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
60.0 20.0   20.0 
40.0 20.0   20.0 
40.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
60.0 20.0   20.0 
20.0 20.0   20.0 
60.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
40.0 20.0   20.0 
40.0 20.0   20.0 
60.0 20.0   20.0 
40.0 20.0   20.0 
60.0 20.0   20.0 
40.0 20.0   20.0 
60.0 20.0   20.0 
40.0 20.0   20.0 
60.0 20.0   20.0 
40.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   0.0 
20.0 20.0   20.0 
40.0 20.0   0.0 
20.0 20.0   20.0 
40.0 0.0   0.0 
20.0 20.0   20.0 
40.0 20.0   0.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
40.0 20.0   20.0 
20.0 20.0   20.0 
20.0 20.0   20.0 
20.0 20.0   20.0 
20.0 20.0   20.0 
20.0 20.0   20.0 
20.0 20.0   20.0 
20.0 20.0   20.0 
0.0 20.0   20.0 
20.0 20.0   20.0 
0.0 20.0   20.0 
20.0 20.0   20.0 
0.0 20.0   20.0 
20.0 20.0   20.0 
0.0 20.0   20.0 
20.0 20.0   20.0 
0.0 20.0   20.0 
20.0 20.0   20.0 
0.0 20.0   20.0 
20.0 20.0   20.0 
0.0 20.0   20.0 
20.0 20.0   20.0 
0.0 0.0   20.0 
40.0 20.0   20.0 
0.0 0.0   20.0 
40.0 20.0   20.0 
0.0 0.0   20.0 
20.0 20.0   20.0 
0.0 0.0   20.0 
20.0 20.0   20.0 
